A	P	D	Y
34	1967	5	14015
34	1967	5	13601
34	1968	3	13598
34	1968	1	14109
34	1969	1	14102
34	1969	3	14158
34	1970	2	14158
34	1970	2	14526
34	1971	4	14518
34	1971	2	14931
34	1972	7	14930
34	1972	0	15117
34	1973	4	15115
34	1973	0	15047
34	1974	2	15040
34	1974	5	15666
34	1975	3	15651
34	1975	5	15974
34	1976	7	15958
34	1976	1	17759
34	1977	10	17757
34	1977	6	18849
34	1978	5	18852
34	1978	10	20255
34	1979	7	20257
34	1979	8	21084
34	1980	9	21073
34	1980	2	21607
34	1981	5	21584
34	1981	5	20939
34	1982	13	20918
34	1982	3	19580
34	1983	8	19569
34	1983	9	18555
34	1984	5	18545
34	1984	7	18675
34	1985	11	18670
34	1985	5	17814
34	1986	5	17818
34	1986	4	18181
34	1987	11	18189
34	1987	7	18380
34	1988	7	18373
34	1988	7	18064
34	1989	7	18052
34	1989	2	18131
34	1990	4	18124
34	1990	8	18347
34	1991	5	18369
34	1991	4	18052
34	1992	5	18075
34	1992	4	18147
34	1993	10	18172
34	1993	1	18041
34	1994	6	18067
34	1994	4	18702
34	1995	6	18754
34	1995	3	18809
34	1996	9	18872
34	1996	4	19271
34	1997	3	19304
34	1997	2	20427
34	1998	5	20453
34	1998	5	20710
34	1999	3	20733
34	1999	4	21290
34	2000	6	21312
34	2000	4	21975
34	2001	7	22000
34	2001	3	20556
34	2002	6	20579
34	2002	3	19035
34	2003	2	19050
34	2003	4	18451
35	1943	5	15618
35	1943	3	16123
35	1944	6	16101
35	1944	3	16520
35	1945	2	16431
35	1945	4	16253
35	1946	0	16163
35	1946	2	16123
35	1947	11	16083
35	1947	2	16307
35	1948	4	16262
35	1948	2	16219
35	1949	5	16181
35	1949	4	15919
35	1950	4	15948
35	1950	0	15212
35	1951	1	15079
35	1951	2	15158
35	1952	3	15130
35	1952	1	15039
35	1953	6	15018
35	1953	3	15571
35	1954	2	15557
35	1954	3	14906
35	1955	3	14889
35	1955	3	17369
35	1956	5	17337
35	1956	5	16505
35	1957	7	16466
35	1957	1	15354
35	1958	6	15321
35	1958	2	15696
35	1959	7	15681
35	1959	3	15530
35	1960	6	15517
35	1960	8	15171
35	1961	3	15141
35	1961	2	14862
35	1962	7	14873
35	1962	3	14288
35	1963	6	14283
35	1963	6	14478
35	1964	2	14473
35	1964	4	13965
35	1965	11	13955
35	1965	2	14286
35	1966	6	14250
35	1966	2	13827
35	1967	2	13821
35	1967	5	14010
35	1968	8	14003
35	1968	2	13594
35	1969	3	13594
35	1969	0	14106
35	1970	5	14120
35	1970	5	14163
35	1971	5	14167
35	1971	6	14517
35	1972	5	14517
35	1972	3	14936
35	1973	2	14940
35	1973	7	15113
35	1974	4	15104
35	1974	4	15030
35	1975	12	15009
35	1975	10	15640
35	1976	11	15625
35	1976	6	15952
35	1977	5	15949
35	1977	4	17757
35	1978	3	17758
35	1978	3	18853
35	1979	12	18855
35	1979	11	20252
35	1980	3	20238
35	1980	5	21066
35	1981	12	21051
35	1981	6	21570
35	1982	7	21545
35	1982	1	20906
35	1983	7	20887
35	1983	9	19568
35	1984	12	19564
35	1984	8	18542
35	1985	8	18544
35	1985	10	18668
35	1986	11	18664
35	1986	9	17819
35	1987	6	17824
35	1987	6	18192
35	1988	9	18191
35	1988	4	18365
35	1989	6	18357
35	1989	6	18047
35	1990	7	18051
35	1990	5	18122
35	1991	9	18127
35	1991	3	18382
35	1992	12	18405
35	1992	8	18087
35	1993	4	18107
35	1993	2	18182
35	1994	2	18205
35	1994	4	18085
35	1995	10	18142
35	1995	4	18795
35	1996	8	18858
35	1996	7	18896
35	1997	8	18931
35	1997	5	19320
35	1998	3	19346
35	1998	6	20465
35	1999	3	20480
35	1999	8	20741
35	2000	10	20769
35	2000	9	21323
35	2001	9	21352
35	2001	11	22014
35	2002	5	22029
35	2002	9	20593
35	2003	14	20603
35	2003	4	19063
36	1943	6	15307
36	1943	1	15603
36	1944	7	15576
36	1944	2	16089
36	1945	2	16040
36	1945	3	16351
36	1946	7	16256
36	1946	8	16145
36	1947	3	16109
36	1947	8	16061
36	1948	4	16023
36	1948	4	16239
36	1949	6	16206
36	1949	5	16168
36	1950	7	16067
36	1950	1	15988
36	1951	4	16010
36	1951	3	15064
36	1952	3	15037
36	1952	3	15118
36	1953	5	15102
36	1953	7	15009
36	1954	7	14992
36	1954	2	15548
36	1955	5	15527
36	1955	4	14879
36	1956	4	14860
36	1956	4	17320
36	1957	5	17284
36	1957	2	16445
36	1958	8	16415
36	1958	4	15311
36	1959	3	15298
36	1959	6	15673
36	1960	7	15652
36	1960	5	15513
36	1961	4	15507
36	1961	5	15139
36	1962	3	15135
36	1962	5	14878
36	1963	4	14878
36	1963	3	14280
36	1964	11	14278
36	1964	5	14472
36	1965	4	14454
36	1965	6	13946
36	1966	6	13930
36	1966	3	14247
36	1967	3	14241
36	1967	4	13818
36	1968	4	13808
36	1968	3	14000
36	1969	7	13995
36	1969	6	13598
36	1970	7	13610
36	1970	8	14129
36	1971	9	14130
36	1971	8	14166
36	1972	5	14167
36	1972	2	14518
36	1973	11	14516
36	1973	4	14937
36	1974	4	14933
36	1974	8	15099
36	1975	8	15077
36	1975	4	14997
36	1976	6	14979
36	1976	5	15622
36	1977	12	15619
36	1977	5	15953
36	1978	10	15958
36	1978	12	17759
36	1979	9	17757
36	1979	8	18857
36	1980	13	18850
36	1980	4	20228
36	1981	13	20209
36	1981	4	21043
36	1982	14	21025
36	1982	9	21534
36	1983	6	21525
36	1983	8	20879
36	1984	9	20871
36	1984	3	19561
36	1985	12	19555
36	1985	7	18549
36	1986	9	18557
36	1986	8	18662
36	1987	11	18663
36	1987	7	17827
36	1988	9	17825
36	1988	10	18187
36	1989	11	18182
36	1989	8	18358
36	1990	6	18358
36	1990	12	18059
36	1991	6	18074
36	1991	6	18134
36	1992	2	18148
36	1992	13	18416
36	1993	5	18436
36	1993	7	18115
36	1994	5	18132
36	1994	7	18219
36	1995	9	18269
36	1995	7	18181
36	1996	17	18236
36	1996	7	18880
36	1997	18	18911
36	1997	9	18943
36	1998	9	18960
36	1998	11	19355
36	1999	9	19368
36	1999	7	20482
36	2000	9	20496
36	2000	6	20790
36	2001	16	20820
36	2001	11	21370
36	2002	11	21397
36	2002	5	22031
36	2003	10	22036
36	2003	6	20599
37	1943	6	15074
37	1943	3	15299
37	1944	2	15277
37	1944	5	15563
37	1945	6	15553
37	1945	5	16004
37	1946	8	15955
37	1946	8	16240
37	1947	6	16208
37	1947	1	16091
37	1948	17	16051
37	1948	4	16008
37	1949	6	15983
37	1949	4	16196
37	1950	13	16181
37	1950	3	15980
37	1951	12	15879
37	1951	6	15993
37	1952	7	15964
37	1952	4	15027
37	1953	5	15007
37	1953	2	15097
37	1954	3	15085
37	1954	3	14984
37	1955	5	14966
37	1955	5	15515
37	1956	11	15483
37	1956	2	14850
37	1957	5	14826
37	1957	5	17265
37	1958	3	17235
37	1958	4	16407
37	1959	11	16390
37	1959	4	15294
37	1960	9	15273
37	1960	5	15639
37	1961	9	15623
37	1961	5	15506
37	1962	7	15500
37	1962	7	15133
37	1963	2	15123
37	1963	3	14873
37	1964	4	14863
37	1964	3	14279
37	1965	9	14299
37	1965	4	14437
37	1966	7	14419
37	1966	3	13923
37	1967	8	13910
37	1967	4	14238
37	1968	9	14228
37	1968	2	13799
37	1969	10	13787
37	1969	3	13992
37	1970	6	13990
37	1970	9	13619
37	1971	4	13623
37	1971	4	14121
37	1972	4	14110
37	1972	7	14169
37	1973	11	14168
37	1973	0	14512
37	1974	4	14506
37	1974	5	14930
37	1975	6	14916
37	1975	5	15060
37	1976	7	15045
37	1976	3	14972
37	1977	16	14969
37	1977	8	15619
37	1978	13	15616
37	1978	5	15960
37	1979	11	15959
37	1979	12	17754
37	1980	9	17743
37	1980	10	18841
37	1981	13	18823
37	1981	9	20200
37	1982	14	20181
37	1982	14	21015
37	1983	16	21002
37	1983	17	21527
37	1984	15	21524
37	1984	9	20870
37	1985	9	20865
37	1985	12	19552
37	1986	13	19548
37	1986	11	18560
37	1987	10	18561
37	1987	17	18667
37	1988	11	18669
37	1988	15	17819
37	1989	12	17807
37	1989	16	18182
37	1990	15	18181
37	1990	10	18356
37	1991	11	18361
37	1991	6	18080
37	1992	13	18086
37	1992	10	18155
37	1993	6	18172
37	1993	8	18445
37	1994	14	18457
37	1994	6	18141
37	1995	8	18180
37	1995	9	18305
37	1996	11	18354
37	1996	5	18252
37	1997	10	18276
37	1997	8	18921
37	1998	10	18940
37	1998	11	18964
37	1999	14	18979
37	1999	11	19372
37	2000	11	19390
37	2000	8	20506
37	2001	15	20525
37	2001	9	20828
37	2002	7	20835
37	2002	16	21406
37	2003	8	21421
37	2003	4	22039
38	1943	6	15070
38	1943	5	15061
38	1944	5	15038
38	1944	3	15263
38	1945	5	15204
38	1945	6	15556
38	1946	7	15548
38	1946	5	15942
38	1947	9	15909
38	1947	7	16193
38	1948	16	16156
38	1948	6	16030
38	1949	6	15998
38	1949	8	15972
38	1950	2	15896
38	1950	4	16177
38	1951	7	16157
38	1951	8	15864
38	1952	11	15836
38	1952	7	15951
38	1953	9	15930
38	1953	12	14998
38	1954	5	14978
38	1954	5	15078
38	1955	9	15061
38	1955	9	14957
38	1956	8	14928
38	1956	8	15463
38	1957	8	15427
38	1957	7	14810
38	1958	5	14781
38	1958	9	17224
38	1959	6	17206
38	1959	3	16381
38	1960	9	16389
38	1960	6	15257
38	1961	6	15238
38	1961	8	15621
38	1962	4	15616
38	1962	7	15494
38	1963	5	15485
38	1963	7	15114
38	1964	6	15104
38	1964	3	14858
38	1965	8	14843
38	1965	12	14317
38	1966	6	14331
38	1966	6	14419
38	1967	10	14409
38	1967	5	13904
38	1968	9	13888
38	1968	5	14222
38	1969	10	14211
38	1969	5	13784
38	1970	9	13793
38	1970	1	13991
38	1971	5	13986
38	1971	6	13618
38	1972	13	13612
38	1972	7	14109
38	1973	16	14104
38	1973	5	14166
38	1974	10	14156
38	1974	6	14503
38	1975	8	14487
38	1975	8	14905
38	1976	10	14889
38	1976	11	15046
38	1977	8	15047
38	1977	7	14973
38	1978	14	14970
38	1978	10	15613
38	1979	7	15610
38	1979	9	15956
38	1980	11	15947
38	1980	5	17735
38	1981	8	17722
38	1981	12	18815
38	1982	17	18794
38	1982	13	20171
38	1983	16	20155
38	1983	11	20999
38	1984	12	20987
38	1984	13	21519
38	1985	17	21505
38	1985	10	20860
38	1986	16	20855
38	1986	15	19547
38	1987	18	19540
38	1987	13	18559
38	1988	19	18549
38	1988	14	18667
38	1989	12	18659
38	1989	15	17801
38	1990	11	17793
38	1990	13	18179
38	1991	6	18180
38	1991	7	18366
38	1992	14	18376
38	1992	10	18086
38	1993	11	18089
38	1993	6	18181
38	1994	17	18198
38	1994	11	18460
38	1995	7	18490
38	1995	16	18211
38	1996	11	18253
38	1996	8	18367
38	1997	19	18383
38	1997	11	18285
38	1998	8	18298
38	1998	14	18950
38	1999	10	18963
38	1999	10	18989
38	2000	5	19001
38	2000	5	19404
38	2001	11	19420
38	2001	13	20533
38	2002	13	20548
38	2002	13	20833
38	2003	10	20832
38	2003	12	21427
39	1943	4	14502
39	1943	4	15055
39	1944	12	15025
39	1944	5	15026
39	1945	6	14981
39	1945	5	15159
39	1946	12	15098
39	1946	8	15536
39	1947	7	15500
39	1947	12	15888
39	1948	9	15850
39	1948	5	16134
39	1949	6	16100
39	1949	9	15986
39	1950	8	15952
39	1950	5	15831
39	1951	10	15746
39	1951	9	16141
39	1952	12	16111
39	1952	1	15823
39	1953	10	15793
39	1953	14	15921
39	1954	6	15906
39	1954	3	14967
39	1955	9	14947
39	1955	10	15051
39	1956	9	15026
39	1956	8	14909
39	1957	11	14873
39	1957	10	15411
39	1958	9	15384
39	1958	6	14768
39	1959	8	14746
39	1959	8	17201
39	1960	12	17182
39	1960	10	16405
39	1961	9	16414
39	1961	6	15234
39	1962	8	15224
39	1962	7	15614
39	1963	9	15604
39	1963	8	15482
39	1964	10	15470
39	1964	5	15103
39	1965	11	15100
39	1965	10	14833
39	1966	8	14818
39	1966	6	14326
39	1967	9	14313
39	1967	3	14400
39	1968	14	14382
39	1968	10	13878
39	1969	4	13863
39	1969	6	14206
39	1970	12	14190
39	1970	9	13806
39	1971	13	13811
39	1971	2	13980
39	1972	12	13970
39	1972	9	13610
39	1973	6	13604
39	1973	9	14099
39	1974	16	14087
39	1974	5	14149
39	1975	10	14126
39	1975	13	14474
39	1976	7	14455
39	1976	16	14886
39	1977	12	14876
39	1977	14	15047
39	1978	19	15041
39	1978	13	14964
39	1979	17	14955
39	1979	8	15609
39	1980	6	15598
39	1980	19	15940
39	1981	16	15919
39	1981	12	17717
39	1982	14	17700
39	1982	7	18781
39	1983	21	18761
39	1983	12	20148
39	1984	12	20131
39	1984	13	20978
39	1985	13	20960
39	1985	9	21496
39	1986	12	21481
39	1986	24	20854
39	1987	21	20849
39	1987	14	19534
39	1988	22	19520
39	1988	16	18541
39	1989	17	18531
39	1989	22	18654
39	1990	17	18640
39	1990	7	17792
39	1991	10	17791
39	1991	17	18183
39	1992	20	18186
39	1992	9	18381
39	1993	14	18387
39	1993	11	18093
39	1994	12	18102
39	1994	10	18206
39	1995	12	18238
39	1995	15	18516
39	1996	15	18546
39	1996	7	18264
39	1997	8	18279
39	1997	17	18386
39	1998	12	18391
39	1998	10	18303
39	1999	10	18309
39	1999	14	18966
39	2000	7	18973
39	2000	10	19003
39	2001	14	19005
39	2001	9	19423
39	2002	14	19426
39	2002	13	20555
39	2003	8	20566
39	2003	10	20834
40	1943	13	14632
40	1943	9	14488
40	1944	1	14458
40	1944	6	15011
40	1945	10	14913
40	1945	4	14947
40	1946	12	14897
40	1946	6	15083
40	1947	11	15052
40	1947	8	15475
40	1948	5	15430
40	1948	10	15832
40	1949	5	15797
40	1949	13	16088
40	1950	7	16148
40	1950	8	15931
40	1951	8	15892
40	1951	5	15726
40	1952	13	15694
40	1952	8	16098
40	1953	13	16071
40	1953	7	15778
40	1954	14	15751
40	1954	8	15900
40	1955	9	15879
40	1955	9	14938
40	1956	11	14918
40	1956	3	15010
40	1957	11	14982
40	1957	7	14855
40	1958	8	14829
40	1958	3	15372
40	1959	11	15352
40	1959	12	14738
40	1960	14	14714
40	1960	7	17168
40	1961	6	17150
40	1961	8	16406
40	1962	9	16389
40	1962	7	15218
40	1963	7	15203
40	1963	9	15596
40	1964	16	15584
40	1964	11	15461
40	1965	13	15439
40	1965	13	15097
40	1966	7	15087
40	1966	7	14812
40	1967	6	14798
40	1967	10	14304
40	1968	12	14287
40	1968	3	14374
40	1969	12	14362
40	1969	4	13858
40	1970	13	13856
40	1970	10	14178
40	1971	12	14161
40	1971	10	13803
40	1972	8	13791
40	1972	9	13966
40	1973	12	13956
40	1973	10	13600
40	1974	7	13589
40	1974	10	14080
40	1975	10	14063
40	1975	8	14109
40	1976	15	14088
40	1976	11	14449
40	1977	12	14440
40	1977	13	14870
40	1978	27	14856
40	1978	6	15035
40	1979	12	15025
40	1979	12	14953
40	1980	10	14943
40	1980	10	15588
40	1981	24	15566
40	1981	19	15905
40	1982	19	15883
40	1982	10	17688
40	1983	18	17669
40	1983	17	18753
40	1984	12	18737
40	1984	14	20122
40	1985	21	20100
40	1985	10	20951
40	1986	26	20935
40	1986	20	21475
40	1987	22	21466
40	1987	16	20845
40	1988	22	20832
40	1988	12	19513
40	1989	24	19496
40	1989	16	18530
40	1990	18	18525
40	1990	13	18632
40	1991	15	18617
40	1991	19	17791
40	1992	13	17787
40	1992	16	18186
40	1993	16	18182
40	1993	20	18389
40	1994	21	18388
40	1994	21	18108
40	1995	9	18144
40	1995	10	18263
40	1996	14	18288
40	1996	14	18550
40	1997	12	18551
40	1997	9	18282
40	1998	18	18289
40	1998	11	18394
40	1999	12	18396
40	1999	10	18309
40	2000	14	18310
40	2000	11	18976
40	2001	18	18990
40	2001	9	19006
40	2002	21	19009
40	2002	17	19425
40	2003	14	19425
40	2003	11	20570
41	1943	14	14015
41	1943	9	14619
41	1944	7	14592
41	1944	5	14442
41	1945	6	14469
41	1945	8	14829
41	1946	11	14726
41	1946	8	14881
41	1947	13	14847
41	1947	6	15035
41	1948	10	14999
41	1948	10	15409
41	1949	11	15377
41	1949	13	15780
41	1950	8	15718
41	1950	15	16221
41	1951	7	16275
41	1951	11	15874
41	1952	14	15840
41	1952	20	15682
41	1953	7	15657
41	1953	8	16059
41	1954	10	16035
41	1954	10	15740
41	1955	7	15713
41	1955	9	15865
41	1956	13	15833
41	1956	8	14906
41	1957	13	14874
41	1957	6	14969
41	1958	15	14948
41	1958	8	14821
41	1959	12	14803
41	1959	6	15344
41	1960	9	15323
41	1960	8	14697
41	1961	7	14672
41	1961	9	17145
41	1962	15	17136
41	1962	11	16380
41	1963	10	16364
41	1963	13	15195
41	1964	11	15179
41	1964	12	15580
41	1965	12	15572
41	1965	9	15426
41	1966	20	15404
41	1966	10	15078
41	1967	14	15058
41	1967	16	14788
41	1968	11	14771
41	1968	6	14279
41	1969	14	14265
41	1969	12	14357
41	1970	13	14340
41	1970	11	13858
41	1971	12	13853
41	1971	12	14156
41	1972	9	14142
41	1972	6	13788
41	1973	15	13775
41	1973	7	13950
41	1974	6	13936
41	1974	11	13581
41	1975	15	13560
41	1975	15	14054
41	1976	17	14036
41	1976	13	14083
41	1977	14	14072
41	1977	10	14438
41	1978	21	14430
41	1978	8	14849
41	1979	14	14837
41	1979	10	15021
41	1980	18	15005
41	1980	16	14935
41	1981	22	14919
41	1981	17	15554
41	1982	23	15532
41	1982	9	15875
41	1983	16	15860
41	1983	24	17661
41	1984	17	17641
41	1984	17	18729
41	1985	22	18714
41	1985	15	20088
41	1986	31	20070
41	1986	18	20928
41	1987	28	20912
41	1987	29	21462
41	1988	34	21447
41	1988	26	20823
41	1989	18	20807
41	1989	21	19486
41	1990	24	19472
41	1990	20	18522
41	1991	20	18516
41	1991	20	18610
41	1992	23	18604
41	1992	11	17783
41	1993	24	17775
41	1993	19	18179
41	1994	12	18172
41	1994	14	18386
41	1995	18	18404
41	1995	20	18174
41	1996	27	18207
41	1996	13	18288
41	1997	14	18291
41	1997	9	18547
41	1998	24	18545
41	1998	13	18292
41	1999	17	18294
41	1999	15	18396
41	2000	14	18396
41	2000	12	18310
41	2001	21	18316
41	2001	17	19000
41	2002	18	19007
41	2002	18	19011
41	2003	9	19010
41	2003	13	19425
42	1943	7	14242
42	1943	9	14002
42	1944	13	13974
42	1944	10	14577
42	1945	12	14492
42	1945	8	14512
42	1946	6	14542
42	1946	9	14708
42	1947	17	14672
42	1947	7	14830
42	1948	10	14797
42	1948	9	14980
42	1949	11	14947
42	1949	2	15365
42	1950	11	15284
42	1950	10	15674
42	1951	16	15616
42	1951	23	16257
42	1952	10	16224
42	1952	8	15824
42	1953	16	15796
42	1953	8	15644
42	1954	6	15617
42	1954	13	16024
42	1955	11	15998
42	1955	7	15697
42	1956	13	15663
42	1956	10	15815
42	1957	14	15781
42	1957	11	14853
42	1958	12	14819
42	1958	12	14939
42	1959	16	14921
42	1959	11	14794
42	1960	14	14785
42	1960	10	15310
42	1961	18	15285
42	1961	7	14664
42	1962	12	14648
42	1962	11	17132
42	1963	11	17118
42	1963	14	16357
42	1964	17	16342
42	1964	14	15173
42	1965	9	15162
42	1965	10	15567
42	1966	19	15553
42	1966	12	15395
42	1967	20	15377
42	1967	5	15046
42	1968	18	15022
42	1968	13	14762
42	1969	13	14744
42	1969	11	14260
42	1970	9	14254
42	1970	10	14328
42	1971	10	14306
42	1971	16	13846
42	1972	11	13834
42	1972	15	14134
42	1973	21	14114
42	1973	14	13766
42	1974	11	13748
42	1974	16	13927
42	1975	18	13904
42	1975	11	13548
42	1976	15	13526
42	1976	12	14028
42	1977	24	14013
42	1977	10	14065
42	1978	20	14051
42	1978	17	14423
42	1979	17	14406
42	1979	10	14832
42	1980	16	14818
42	1980	20	14994
42	1981	14	14971
42	1981	15	14910
42	1982	26	14890
42	1982	11	15522
42	1983	20	15503
42	1983	18	15853
42	1984	19	15839
42	1984	24	17628
42	1985	17	17605
42	1985	22	18706
42	1986	24	18687
42	1986	35	20063
42	1987	31	20047
42	1987	17	20902
42	1988	26	20877
42	1988	26	21436
42	1989	39	21410
42	1989	22	20800
42	1990	33	20782
42	1990	28	19468
42	1991	17	19457
42	1991	26	18513
42	1992	27	18502
42	1992	20	18605
42	1993	34	18600
42	1993	12	17770
42	1994	23	17765
42	1994	12	18170
42	1995	14	18178
42	1995	20	18425
42	1996	18	18444
42	1996	20	18210
42	1997	26	18206
42	1997	18	18294
42	1998	31	18296
42	1998	24	18547
42	1999	20	18542
42	1999	15	18292
42	2000	17	18294
42	2000	21	18397
42	2001	27	18395
42	2001	12	18322
42	2002	22	18323
42	2002	15	19004
42	2003	18	18995
42	2003	14	19007
43	1943	13	13537
43	1943	6	14227
43	1944	11	14193
43	1944	11	13959
43	1945	7	14001
43	1945	9	14422
43	1946	13	14335
43	1946	8	14527
43	1947	9	14494
43	1947	13	14655
43	1948	8	14615
43	1948	9	14780
43	1949	10	14747
43	1949	8	14934
43	1950	10	14913
43	1950	9	15214
43	1951	9	15124
43	1951	7	15602
43	1952	21	15570
43	1952	15	16208
43	1953	13	16180
43	1953	14	15785
43	1954	10	15759
43	1954	12	15603
43	1955	13	15576
43	1955	12	15983
43	1956	22	15952
43	1956	7	15645
43	1957	12	15609
43	1957	13	15763
43	1958	11	15732
43	1958	8	14806
43	1959	17	14781
43	1959	9	14911
43	1960	20	14883
43	1960	5	14786
43	1961	16	14774
43	1961	12	15273
43	1962	11	15250
43	1962	8	14641
43	1963	16	14624
43	1963	14	17109
43	1964	15	17085
43	1964	13	16334
43	1965	11	16318
43	1965	15	15158
43	1966	23	15143
43	1966	13	15544
43	1967	15	15519
43	1967	21	15367
43	1968	24	15340
43	1968	12	15011
43	1969	19	14991
43	1969	11	14734
43	1970	14	14721
43	1970	16	14252
43	1971	19	14242
43	1971	9	14296
43	1972	17	14279
43	1972	20	13830
43	1973	23	13811
43	1973	17	14103
43	1974	18	14081
43	1974	18	13739
43	1975	20	13715
43	1975	14	13889
43	1976	17	13864
43	1976	14	13518
43	1977	16	13501
43	1977	13	14006
43	1978	17	13991
43	1978	10	14043
43	1979	16	14026
43	1979	20	14395
43	1980	11	14373
43	1980	16	14808
43	1981	20	14784
43	1981	21	14959
43	1982	25	14931
43	1982	15	14880
43	1983	20	14859
43	1983	16	15493
43	1984	18	15474
43	1984	24	15832
43	1985	29	15818
43	1985	23	17595
43	1986	27	17572
43	1986	13	18677
43	1987	37	18655
43	1987	23	20037
43	1988	22	20010
43	1988	27	20862
43	1989	26	20826
43	1989	26	21395
43	1990	35	21374
43	1990	25	20771
43	1991	30	20754
43	1991	20	19448
43	1992	27	19432
43	1992	20	18495
43	1993	25	18481
43	1993	14	18594
43	1994	13	18580
43	1994	14	17765
43	1995	28	17774
43	1995	22	18189
43	1996	28	18198
43	1996	14	18441
43	1997	27	18433
43	1997	23	18200
43	1998	18	18187
43	1998	20	18296
43	1999	37	18290
43	1999	15	18537
43	2000	26	18527
43	2000	14	18298
43	2001	17	18297
43	2001	19	18391
43	2002	17	18383
43	2002	21	18317
43	2003	20	18309
43	2003	17	18990
44	1943	10	13969
44	1943	7	13520
44	1944	15	13482
44	1944	3	14173
44	1945	9	14061
44	1945	15	14059
44	1946	15	14104
44	1946	7	14318
44	1947	15	14278
44	1947	11	14474
44	1948	12	14432
44	1948	9	14593
44	1949	13	14548
44	1949	11	14730
44	1950	10	14686
44	1950	10	14904
44	1951	12	14879
44	1951	11	15105
44	1952	20	15065
44	1952	14	15553
44	1953	14	15521
44	1953	11	16169
44	1954	11	16139
44	1954	9	15744
44	1955	11	15711
44	1955	12	15563
44	1956	22	15534
44	1956	12	15935
44	1957	16	15900
44	1957	7	15591
44	1958	14	15563
44	1958	9	15719
44	1959	21	15691
44	1959	14	14770
44	1960	13	14753
44	1960	9	14865
44	1961	13	14836
44	1961	14	14761
44	1962	19	14740
44	1962	12	15239
44	1963	13	15211
44	1963	14	14614
44	1964	17	14593
44	1964	13	17071
44	1965	19	17008
44	1965	18	16310
44	1966	21	16290
44	1966	13	15132
44	1967	23	15111
44	1967	16	15504
44	1968	23	15475
44	1968	15	15324
44	1969	18	15295
44	1969	15	14984
44	1970	17	14954
44	1970	15	14719
44	1971	20	14704
44	1971	9	14233
44	1972	15	14217
44	1972	18	14272
44	1973	13	14250
44	1973	15	13796
44	1974	11	13766
44	1974	18	14070
44	1975	21	14039
44	1975	18	13700
44	1976	18	13673
44	1976	13	13853
44	1977	24	13831
44	1977	16	13492
44	1978	21	13473
44	1978	17	13983
44	1979	12	13964
44	1979	16	14016
44	1980	20	13991
44	1980	22	14362
44	1981	20	14335
44	1981	23	14771
44	1982	22	14746
44	1982	13	14916
44	1983	30	14887
44	1983	19	14848
44	1984	25	14829
44	1984	20	15465
44	1985	25	15443
44	1985	14	15811
44	1986	29	15793
44	1986	24	17559
44	1987	35	17535
44	1987	32	18643
44	1988	31	18617
44	1988	36	19992
44	1989	43	19958
44	1989	35	20805
44	1990	38	20771
44	1990	25	21367
44	1991	26	21349
44	1991	31	20747
44	1992	35	20735
44	1992	33	19425
44	1993	35	19417
44	1993	18	18475
44	1994	29	18462
44	1994	25	18572
44	1995	33	18572
44	1995	21	17784
44	1996	30	17786
44	1996	22	18197
44	1997	27	18187
44	1997	24	18429
44	1998	27	18416
44	1998	25	18181
44	1999	24	18166
44	1999	22	18283
44	2000	38	18270
44	2000	31	18522
44	2001	28	18510
44	2001	16	18292
44	2002	29	18280
44	2002	28	18378
44	2003	29	18370
44	2003	11	18306
45	1943	9	12979
45	1943	7	13955
45	1944	15	13920
45	1944	7	13461
45	1945	15	13498
45	1945	5	13969
45	1946	16	13854
45	1946	13	14092
45	1947	8	14056
45	1947	12	14256
45	1948	11	14209
45	1948	13	14409
45	1949	14	14370
45	1949	11	14525
45	1950	16	14536
45	1950	8	14658
45	1951	14	14612
45	1951	17	14862
45	1952	19	14828
45	1952	10	15044
45	1953	17	15006
45	1953	17	15506
45	1954	13	15472
45	1954	6	16120
45	1955	10	16082
45	1955	14	15694
45	1956	17	15657
45	1956	13	15518
45	1957	15	15488
45	1957	15	15881
45	1958	13	15842
45	1958	14	15551
45	1959	15	15527
45	1959	12	15676
45	1960	15	15624
45	1960	15	14748
45	1961	14	14729
45	1961	20	14823
45	1962	22	14797
45	1962	17	14732
45	1963	13	14714
45	1963	10	15195
45	1964	19	15167
45	1964	11	14583
45	1965	22	14535
45	1965	16	16959
45	1966	24	16894
45	1966	11	16278
45	1967	29	16249
45	1967	21	15100
45	1968	17	15073
45	1968	22	15462
45	1969	16	15435
45	1969	18	15283
45	1970	17	15263
45	1970	20	14932
45	1971	29	14898
45	1971	20	14692
45	1972	19	14669
45	1972	13	14211
45	1973	26	14186
45	1973	16	14235
45	1974	24	14207
45	1974	16	13750
45	1975	28	13716
45	1975	16	14020
45	1976	23	13983
45	1976	19	13661
45	1977	17	13639
45	1977	26	13820
45	1978	24	13793
45	1978	12	13462
45	1979	17	13443
45	1979	16	13952
45	1980	24	13920
45	1980	19	13975
45	1981	20	13949
45	1981	28	14319
45	1982	27	14289
45	1982	35	14733
45	1983	24	14711
45	1983	22	14874
45	1984	31	14850
45	1984	15	14820
45	1985	35	14798
45	1985	27	15431
45	1986	26	15409
45	1986	27	15783
45	1987	21	15763
45	1987	30	17523
45	1988	38	17495
45	1988	31	18602
45	1989	31	18569
45	1989	29	19942
45	1990	36	19910
45	1990	28	20757
45	1991	43	20737
45	1991	23	21337
45	1992	50	21312
45	1992	45	20729
45	1993	43	20708
45	1993	25	19417
45	1994	27	19405
45	1994	27	18455
45	1995	22	18454
